,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
282,Grover_Cleveland,did the team  sedating cleveland with nitrous oxide lrb laughing gas rrb  not remove his upper left jaw and portions of his hard palate,yes,,easy,S08_set3_a6,
283,,how does the government of the peoples republic of china often refer to all divisions of the sinitic languages besides standard mandarin,the government of the peoples republic of china refers to all divisions of the sinitic languages besides standard mandarin as fangyan,medium,hard,S10_set5_a7,Chinese_language
284,,aside from the provincial letters religious influence were they popular as a literary work,yes,hard,easy,S09_set4_a4,Blaise_Pascal
285,,what are the typical features of a tiger country,good cover close to water and plenty of prey,medium,medium,S09_set1_a3,Tiger
286,,what is the outer layer of the cuticle made of,the outer layer of the cuticle is made of of a mixture of chitin and specialized proteins,medium,easy,S10_set1_a6,Butterfly
287,,where is the berliner dom located,the berliner dom is located on the spree island across from the site of the berliner stadtschloss and adjacent to the lustgarten,medium,medium,S10_set3_a1,Berlin
288,Ulysses_S._Grant,when did he vote for democrat james buchanan,1856,,easy,S08_set3_a5,
289,Abraham_Lincoln,was lincoln chosen as a presidential candidate in 1860,yes,easy,easy,S08_set3_a4,
290,,does the octopus have two eyes,yes the octopus has two eyes,easy,easy,S10_set1_a10,Octopus
291,kangaroo,what is a collective noun for a kangaroo,a mob troop or court,medium,medium,S08_set1_a1,
292,,are western flutes simpler than indian flutes,no,hard,hard,S10_set2_a5,Flute
293,Grover_Cleveland,how many years after cleveland left office did the us win the spanishamerican war,one,medium,medium,S08_set3_a6,
294,,was isaac newton religious,yes he was highly religious though an unorthodox christian,easy,easy,S10_set4_a1,Isaac_Newton
295,,did he become chief engineer in the department of bridges and highways in 1892,no,easy,easy,S10_set4_a9,Henri_Becquerel
296,Gray_Wolf,do wolves leave their pack,yes,easy,medium,S08_set1_a6,
297,,give an example of the tributary states of the majapahit kingdom in eastern java,malayu is an example of the tributary states of the majapahit kingdom in eastern java,,too hard,S10_set5_a2,Malay_language
298,,whare is the name for drums that have a s10_set of wires held across some of all of the drum heads,snares,hard,medium,S10_set2_a4,Drum
299,,what does the voice of a violin depend upon,shape,hard,medium,S10_set2_a2,Violin
300,,where was the deepest note of the classical lyre in relation to the players body,it was farthest from the players body,hard,medium,S10_set2_a10,Lyre
301,,are lobsters invertebrates,yes,easy,easy,S10_set1_a5,Lobster
302,,are there also large populations of german ancestry in mexico,yes,,medium,S09_set5_a2,German_language
303,,where did nikola tesla move to in 1880,budapest,medium,medium,S10_set4_a3,Nikola_Tesla
304,Millard_Fillmore,where was millard fillmore born,in a log cabin in summerhill new york,medium,medium,S08_set3_a3,
305,,where is irving berlins piano located,in the smithsonian museum,hard,hard,S10_set2_a1,Piano
306,,what are the three heaviest cats in the world,tiger lion and jaguar,hard,hard,S10_set1_a2,Cougar
307,Grover_Cleveland,who were grover clevelands parents,cleveland was born in caldwell new jersey to the reverend richard cleveland and anne neal,hard,too hard,S08_set3_a6,
308,,has the flute been dated to prehistoric times,yes,easy,easy,S10_set2_a5,Flute
309,,is there a way to approximate the age of a turtle,yes,hard,easy,S09_set1_a9,Turtle
310,,is kuala lumpur in the selangor state,yes,easy,medium,S10_set3_a3,Kuala_Lumpur
311,,was pierreauguste renoir born in limoges hautevienne france the child of a working class family,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
312,,was alessandro volta taught in public schools,yes,easy,easy,S10_set4_a10,Alessandro_Volta
313,,what languages did tesla speak,serbian czech english french german hungarian italian and latin,medium,medium,S10_set4_a3,Nikola_Tesla
314,,what is an otters den called,holt,medium,medium,S09_set1_a7,Otter
315,Liechtenstein,when was the first factory opened,1836,medium,medium,S08_set2_a1,
316,Canada,what was the consitution act formerly called,british north america act,medium,medium,S08_set2_a8,
317,Anders_Celsius,what happened in 1745,the scale was reversed,,medium,S08_set4_a5,
318,,in belgium however is quatrevingts universally used,yes,,easy,S09_set5_a5,French_language
319,,is portuguese an official language of several international organizations,yes,,easy,S10_set5_a1,Portuguese_language
320,Finland,does it have a border with norway,yes,easy,easy,S08_set2_a4,
321,,what happened in the january 15 1882,on january 15 1882 renoir met the composer richard wagner at his home in palermo sicily,,easy,S10_set6_a5,Pierre-Auguste_Renoir
322,Grover_Cleveland,when was he elected sheriff of erire county new york,yes,medium,easy,S08_set3_a6,
323,,where do most people in urban saint petersburg live,apartments,medium,medium,S10_set3_a10,Saint_Petersburg
324,,about how many koreans speakers are there,78 million,medium,medium,S10_set5_a6,Korean_language
325,,is taipei in a valley,taipei is in the valleys of the keelung and xindian rivers,easy,medium,S10_set3_a6,Taipei
326,,in what country did fox hunting originate,in the united kingdom,medium,medium,S09_set1_a6,Fox
327,,how many groups are turtles broken down into,two,medium,easy,S09_set1_a4,Turtle
328,,how many black keys do modern pianos have,36,medium,hard,S10_set2_a1,Piano
329,,is the collective form octopus usually reserved for animals consumed for food,yes,,easy,S10_set1_a10,Octopus
330,,was coulomb born in angoulãªme  france   to a well  to do  family,yes,,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
331,,do male giraffes have larger horns than female giraffes,yes,hard,medium,S09_set1_a5,Giraffe
332,,where does air pollution in beijing come from,surrounding cities and provinces,hard,medium,S09_set3_a7,Beijing
333,Finland,what is the biggest city in finland,the cities of the greater helsinki metropolitan area,medium,hard,S08_set2_a4,
334,,when was the reunification of vietnam,the reunification of vietnam occurred in 197576,medium,easy,S10_set5_a10,Vietnamese_language
335,Liechtenstein,is it the smallest germanspeaking country in the world,yes,,easy,S08_set2_a1,
336,turtle,where do sea turtles lay their eggs,holes dug into mud or sand,medium,hard,S08_set1_a9,
337,,why is the giant panda an endangered species,threatened by habitat loss,hard,medium,S10_set1_a4,Giant_Panda
338,,was arabic a major vehicle of culture in europe,yes,easy,easy,S10_set5_a3,Arabic_language
339,Gerald_Ford,was gerald ford the 38th president of the united states,yes,easy,easy,S08_set3_a10,
340,Uruguay,what are the names of uruguays political parties,partido blanco and partido colorado,hard,hard,S08_set2_a9,
341,,did he build the first practical reflecting telescope,yes,easy,easy,S10_set4_a1,Isaac_Newton
342,,did old english develop into middle english,yes,,easy,S09_set5_a1,English_language
343,Woodrow_Wilson,did the us join the league of nations,no,easy,medium,S08_set3_a8,
344,,when did isaac newton discover the generalized binomial theorem,in 1665,medium,medium,S10_set4_a1,Isaac_Newton
345,Theodore_Roosevelt,who was roosevelts presidential hero,lincoln was roosevelts presidential hero,medium,easy,S08_set3_a7,
346,,when was his house demolished,1874,,hard,S10_set6_a2,Michelangelo
347,Uruguay,is it widely considered the most secular nation in latin america,yes,,easy,S08_set2_a9,
348,Liechtenstein,what do most recognizable international company and largest employer have in common,they are hilti,,medium,S08_set2_a1,
349,,what is the second biggest factor affecting the sound produced by a drum,the tension at which the drum head is held against the shell of the drum,medium,easy,S10_set2_a4,Drum
350,,is lima the capital  and  largest  city  of peru,yes,,easy,S09_set3_a4,Lima
351,,what is northern californias most widely circulated newspaper,san francisco chronicle,medium,medium,S10_set3_a8,San_Francisco
352,Singapore,do singaporeans enjoy squid,yes they do,easy,easy,S08_set2_a2,
353,,how can a flutes volume be increased,a flutes volume can be increased by making its resonator and tone holes larger,medium,medium,S10_set2_a5,Flute
354,Millard_Fillmore,to whom was millard fillmore born to,to nathaniel and phoebe millard fillmore,medium,easy,S08_set3_a3,
355,turtle,what do turles use to breathe in the water,papillae,hard,hard,S08_set1_a9,
356,,where were immigrants from in the 1800s,ireland,hard,hard,S09_set3_a5,Ottawa
357,otter,is otter a kind of mammal,yes,easy,easy,S08_set1_a7,
358,,what is antwerp,antwerp is a city and municipality in belgium,medium,easy,S10_set3_a4,Antwerp
359,Indonesia,what shares land borders with papua new guinea east timor and malaysia,indonesia,,medium,S08_set2_a10,
360,Romania,was gellu naum the leader of the surrealist movement in romania,yes,,easy,S08_set2_a7,
361,kangaroo,who asked a nearby local what the creatures were called,captain james cook and naturalist sir joseph banks,,hard,S08_set1_a1,
362,,were the letters first annotated in 1913 by theos widow johanna van goghbonger,yes,,easy,S10_set6_a7,Vincent_van_Gogh
363,Romania,how many countries in europe are bigger than romania,eleven,hard,too hard,S08_set2_a7,
364,,did volta have a passion for the study of electricity,yes,easy,easy,S09_set4_a10,Alessandro_Volta
365,John_Adams,was adams the first to introduce a bicameral legislature,yes,hard,hard,S08_set3_a1,
366,turtle,why are sidenecked turtles called sidenecked turtles,the way they withdraw their heads into their shells,hard,hard,S08_set1_a9,
367,Egypt,are there a large number of jews living in egypt today,no,hard,medium,S08_set2_a6,
368,Uruguay,what does a citizen use to propose changes to the constitution,plebiscite,medium,medium,S08_set2_a9,
369,Gerald_Ford,was ford interred at his presidential museum in grand rapids michigan,yes,,easy,S08_set3_a10,
370,Ghana,what is the dominant religion in ghana,christian,hard,hard,S08_set2_a5,
371,Uruguay,what are the names of uruguays political parties,partido colorado and partido blanco,hard,too hard,S08_set2_a9,
372,,by 2050 what will the total population of portuguese speakers in the world be,335 million people,hard,hard,S10_set5_a1,Portuguese_language
373,,is santiago spanish for st james,yes,,easy,S09_set3_a6,Santiago
374,,in what year was nairobi founded,1899,medium,medium,S10_set3_a9,Nairobi
375,James_Monroe,is james monrow the fifth president of us,yes,easy,easy,S08_set3_a2,
376,,what are violins made of,different types of wood,hard,medium,S09_set2_a2,Violin
377,turtle,can turtles take many years to reach breeding age,yes,,easy,S08_set1_a9,
378,,are there many words in malay that use natural gender,no,hard,hard,S10_set5_a2,Malay_language
379,,what is amedeo avogadro,a person,,hard,S09_set4_a8,Amedeo_Avogadro
380,Finland,what is the weather like in summer,relatively warm,hard,medium,S08_set2_a4,
381,,did nikola tesla use a technique called picture thinking,yes,easy,hard,S10_set4_a3,Nikola_Tesla
382,Gerald_Ford,was ford the last surviving member of the warren commission,yes,,easy,S08_set3_a10,
383,,what kind of piano did irving berlin play,transposing piano,hard,medium,S10_set2_a1,Piano
384,,when did the first educational works appear for the cello,18th century,hard,hard,S09_set2_a9,Cello
385,Abraham_Lincoln,who suggested lincoln grow a beard,11yearold grace bedell,hard,medium,S08_set3_a4,
386,polar_bear,is the polar bear the mascot of bowdoin college,yes,,easy,S08_set1_a4,
387,,what is the earliest extant transverse flute,it dates from 433 bc,easy,medium,S10_set2_a5,Flute
388,penguin,why do penguins tobaggan,it conserves energy while moving quickly,hard,hard,S08_set1_a3,
389,Grover_Cleveland,how many children did grover cleveland have,5,hard,hard,S08_set3_a6,
390,Abraham_Lincoln,when was the first photgraph of lincoln taken,1846,medium,medium,S08_set3_a4,
391,,how many different names did chinese writings give to the panda,20,medium,medium,S10_set1_a4,Giant_Panda
392,Ulysses_S._Grant,why did grant think that war was unjust,he accepted the theory that it was designed to gain land open to slavery,hard,medium,S08_set3_a5,
393,,did vietnamese come to predominate politically in 2nd century bc,no chinese came to predominate politically in the 2nd century bc,hard,easy,S10_set5_a10,Vietnamese_language
394,Anders_Celsius,is it true that he published a collection in 1738,no,,easy,S08_set4_a5,
395,Gerald_Ford,did ford get an award called congressmans congressman,yes,easy,easy,S08_set3_a10,
